InChI_Key,species,SLN,SMILES,LogS,UnLogged_LogS,MW,MLOGP,Kh_first,UnLoggedKh_first,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
LGRFSURHDFAFJT-UHFFFAOYSA-N,Phthalic anhydride,O[1]C(C[3]=C(CH=CHCH=CH@3)C@1=O)=O,O=C1OC(=O)c2ccccc21,-1.39,0.040738028,148.12,2.192,-7.377758908,4.19E-08,10.83287037,-0.55037037,10.83287037,0.358796296,0.406821346,148.117,144.085,148.016044,54,0,0.346404004,-0.385656969,0.385656969,0.346404004,0.909090909,1.363636364,1.818181818,16.58352753,10.11920502,2.277168331,-1.857269235,2.177337174,-1.963070775,6.140682043,0.04435876,2.694677255,307.9453367,7.844934983,5.534145948,5.534145948,5.2876937,3.14384685,3.14384685,2.222560812,2.222560812,1.552287246,1.552287246,1.033264677,1.033264677,-1.64,517.0909622,6.094932395,1.919461806,0.741170307,62.59204562,4.736862954,0,0,0,0,11.93861058,0,9.589074368,0,0,12.13273414,12.13273414,0,11.12690298,14.32593732,11.93861058,0,0,0,0,0,35.39237126,0,0,0,0,0,0,11.93861058,4.736862954,0,20.71597735,24.26546827,0,0,0,43.37,11.93861058,9.589074368,0,0,11.12690298,0,0,24.26546827,0,4.736862954,0,4.353796296,0,21.66574074,0,0.717592593,-1.100740741,6.530277778,0,0,0,0,11,0,3,0,1,1,1,0,1,3,0,3,0,0,0,0,2,0.9972,36.188,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGXVIGDEPROXKC-UHFFFAOYSA-N,Vinylidene chloride,C(=CH2)(Cl)Cl,C=C(Cl)Cl,-1.64,0.022908677,96.94,1.672,7.902007552,79800856.38,4.845679012,0.111111111,4.845679012,0.111111111,0.432798364,96.944,94.928,95.95335542,24,0,0.099184039,-0.071555308,0.099184039,0.071555308,1.5,1.5,1.5,35.53908683,11.26143358,1.598448687,-1.568301842,1.980543708,-1.239023331,6.550490194,2.453632893,2.803039488,27.01955001,3.577350269,1.963035727,3.474893619,1.732050808,0.731517864,1.48744681,0.338689813,1.444640869,0,0,0,0,0.32,3.245112498,4.32,1.621204819,39.47625,35.02112256,0,0,0,0,0,0,0,0,0,0,29.78081546,0,0,4.491468174,0,23.20187978,0,0,0,0,0,11.07040386,0,0,0,0,0,23.20187978,0,0,0,0,11.07040386,0,0,0,0,0,0,0,4.491468174,0,0,0,0,0,6.578935684,23.20187978,0.111111111,9.691358025,0,0,0,0,0,0,3.086419753,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.9352,20.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGYNIFWIKSEESD-UHFFFAOYSA-N,2-Ethylhexanal,O=CHCH(CH2CH2CH2CH3)CH2CH3,CCCCC(C=O)CC,-2.13,0.007413102,128.24,2.129,4.422848629,26475.77179,10.24194822,0.324027778,10.24194822,0.324027778,0.519485132,128.215,112.087,128.1201151,54,0,0.122557458,-0.303089392,0.303089392,0.122557458,1.444444444,2.111111111,2.444444444,16.12937388,10.01581347,2.005454442,-2.027301827,2.079506412,-1.981593082,5.525666254,-0.110888624,3.195411846,68.96788691,7.112884175,6.391375954,6.391375954,4.346065215,3.799745737,3.799745737,2.446639235,2.446639235,1.645295832,1.645295832,0.834703415,0.834703415,-0.33,99.31601295,8.67,5.800378096,4.191512386,57.45536793,4.794537184,6.286160523,0,0,0,0,0,0,0,0,26.68911765,12.84164325,5.917906046,0,4.794537184,6.286160523,0,0,5.917906046,39.53076089,0,0,0,0,0,0,0,0,6.286160523,4.794537184,5.917906046,39.53076089,0,0,0,0,17.07,0,4.794537184,0,0,5.917906046,19.12780377,12.84164325,0,0,13.8474744,0,0,0,10.24194822,0,0,0.324027778,0,5.552824074,4.214533258,0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2.4017,39.37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHGVFZTZFXWLCP-UHFFFAOYSA-N,Guaiacol,O(CH3)C[6]=C(CH=CHCH=CH@6)OH,COc1ccccc1O,-1.96,0.010964782,124.15,1.246,-2.041220329,0.009094518,8.985509259,0.180555556,8.985509259,0.180555556,0.612772549,124.139,116.075,124.0524295,48,0,0.159973721,-0.504254836,0.504254836,0.159973721,1.333333333,2,2.444444444,16.473959,10.30895292,1.935713858,-1.987298072,2.224673532,-1.803110262,5.370720837,0.373271281,3.006524007,195.8625685,6.690234444,5.164862963,5.164862963,4.342535255,2.663329503,2.663329503,1.671848839,1.671848839,1.085170219,1.085170219,0.629777043,0.629777043,-1.18,130.6510251,5.947877238,2.395561741,1.134079495,53.70412422,9.843390349,0,11.49902367,0,0,0,0,0,0,0,12.13273414,12.13273414,0,7.109797541,9.843390349,0,0,0,0,0,7.109797541,24.26546827,0,11.49902367,4.736862954,0,11.49902367,0,12.21632494,0,0,0,24.26546827,0,0,0,29.46,0,0,0,5.749511833,5.749511833,0,7.109797541,24.26546827,0,0,9.843390349,4.794953704,0,0,8.985509259,0,0.69212963,6.83787037,0,0,1.52287037,0.142857143,9,1,2,0,0,0,1,0,1,2,1,2,1,0,0,0,1,1.4008,34.6588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHHGDZSESBACKH-UHFFFAOYSA-N,Chlordecone,ClC[2]C[3](C[4](C[5](C(C@2(C@4(Cl)Cl)Cl)(C@2(C(C@3@5Cl)=O)Cl)Cl)Cl)Cl)Cl,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.26,5.50E-06,490.6,4.912,-5.192956851,6.41E-06,12.77007433,-1.93691358,12.77007433,0.69007716,0.453223057,490.639,490.639,485.6834414,116,0,0.181908401,-0.295411446,0.295411446,0.181908401,0.476190476,0.714285714,0.952380952,35.54076599,9.412682045,3.303739177,-2.804031734,3.093377914,-3.03324529,6.829951938,-0.122041423,2.084648413,630.6269755,16.07735027,9.187893021,16.74718248,9.154700538,5.59394651,9.37359124,6.171304028,12.03423522,6.238044895,15.30588639,5.638348373,14.04251111,2.57,38700.8372,15.79607432,2.959215882,0.63567008,168.1887587,0,29.24503375,19.86494364,0,0,0,4.794537184,0,0,92.80751912,23.20187978,0,0,0,4.794537184,121.7926438,0,0,0,43.32673245,0,0,0,0,0,0,0,116.0093989,49.10997739,4.794537184,0,0,0,0,0,0,17.07,49.10997739,4.794537184,0,0,0,0,0,0,0,0,116.0093989,-1.93691358,65.66825901,-2.013490489,0,0,-0.69007716,0,0,0,0,0.9,21,0,1,6,0,6,0,0,0,1,0,11,0,6,0,6,6,4.6182,88.116,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHJGJYXLEPZJPM-UHFFFAOYSA-N,"2,4,5-Trichlorophenol",ClC[2]=C(CH=C(C(=CH@2)Cl)OH)Cl,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,0.00616595,197.44,3.314,-1.824549292,0.014977892,8.949506173,-0.059197531,8.949506173,0.059197531,0.63249081,197.448,194.424,195.9249478,54,0,0.135261967,-0.506337855,0.506337855,0.135261967,0.9,1.4,1.9,35.49901452,10.32743407,2.022638392,-1.974452306,2.319520368,-1.702062879,6.430893135,0.475428053,3.282462907,209.1649959,7.723614639,4.735807553,7.003594391,4.609060905,2.445254046,3.579147465,1.717728438,2.939328818,0.98974008,2.014623462,0.512065745,1.053144803,-0.11,156.4958014,7.991112235,2.868476366,1.483432032,73.13543555,5.106527395,5.749511833,0,0,0,0,0,0,0,0,34.80281967,6.066367068,6.066367068,15.06789994,5.106527395,34.80281967,0,0,0,0,0,27.20063408,0,5.749511833,0,0,5.749511833,34.80281967,5.106527395,0,0,0,12.13273414,15.06789994,0,0,20.23,0,0,0,10.77214515,10.04526663,0,12.13273414,0,0,0,39.90934707,0,16.58660494,0,9.785092593,0,-0.059197531,2.6875,0,0,0,0,10,1,1,0,0,0,1,0,1,1,1,4,0,0,0,0,1,3.3524,43.1368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHRCREOYAASXPZ-UHFFFAOYSA-N,"Dibenz[a,h]anthracene",C[1]C[2]=C(CH=CHC@1=CHC[11]C[12]=C(CH=CHC=@11CH=@1)CH=CHCH=CH@12)CH=CHCH=CH@2,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.66,2.19E-09,278.36,5.92,-5.192956851,6.41E-06,2.332777778,1.301054789,2.332777778,1.301054789,0.230196756,278.354,264.242,278.1095504,102,0,-0.009901822,-0.061628993,0.061628993,0.009901822,0.318181818,0.727272727,1.227272727,14.08491563,9.953992747,2.04729932,-2.083886419,2.323249819,-1.811851721,6.166402674,1.776607654,2.019425486,1070.797817,14.51829709,12.08290377,12.08290377,10.89897949,7.630768282,7.630768282,5.86787657,5.86787657,4.608510777,4.608510777,3.509828585,3.509828585,-2.86,288081.754,11.76223331,4.315741299,1.58115621,128.1580612,0,0,0,0,0,0,0,0,0,0,72.79640482,55.22252785,0,0,0,43.08979372,0,0,0,0,0,84.92913896,0,0,0,0,0,0,0,0,0,0,84.92913896,0,43.08979372,0,0,0,0,0,0,0,0,43.08979372,0,0,84.92913896,0,0,0,0,10.54376291,0,0,30.78957042,0,0,0,0,22,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,6.2994,96.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIKMAJRDDDTEIG-UHFFFAOYSA-N,1-Hexene,CH2=CHCH2CH2CH2CH3,C=CCCCC,-3.23,0.000588844,84.18,2.459,10.63745673,43396702412,3.598194444,1.177083333,3.598194444,1.177083333,0.363505574,84.162,72.066,84.09390038,36,0,-0.035351361,-0.10308298,0.10308298,0.035351361,1.666666667,2.333333333,2.5,13.7743341,10.25090099,1.708892468,-1.814902408,1.908997948,-1.614472586,4.636931837,0.815753308,2.488403772,29.01955001,4.828427125,4.405777394,4.405777394,2.914213562,2.523603362,2.523603362,1.43090366,1.43090366,0.761801681,0.761801681,0.348461713,0.348461713,-0.26,20.98630086,5.74,4.74,3.74,39.87435857,0,0,0,0,0,0,0,0,0,6.578935684,25.84140055,6.420821623,0,0,0,0,0,0,0,26.18620207,0,12.65495579,0,0,0,0,0,0,0,0,0,26.18620207,12.65495579,0,0,0,0,0,0,0,0,0,0,19.26246487,0,6.076020107,13.50267288,0,0,0,0,0,0,0,0,5.717777778,5.782222222,0,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.3626,29.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINPIYWFGCPVIE-UHFFFAOYSA-N,"2,4,6-Trichlorophenol",ClC[2]=C(C(=CHC(=CH@2)Cl)Cl)OH,Oc1c(Cl)cc(Cl)cc1Cl,-2.34,0.004570882,197.44,3.314,-0.693147181,0.202699566,9.008209877,-0.131728395,9.008209877,0.131728395,0.676127858,197.448,194.424,195.9249478,54,0,0.15236012,-0.504825932,0.504825932,0.15236012,1,1.4,1.8,35.49797781,10.32680666,2.034883394,-1.979287956,2.335657027,-1.704822172,6.395930973,0.475648852,3.310532875,236.1649959,7.723614639,4.735807553,7.003594391,4.609060905,2.445254046,3.579147465,1.718041751,2.968877785,0.98166568,1.776114548,0.534584645,1.351562275,-0.11,153.1815603,7.991112235,2.868476366,1.483432032,73.13543555,5.106527395,0,5.749511833,0,0,0,0,0,0,0,34.80281967,12.13273414,5.022633314,10.04526663,5.106527395,34.80281967,0,0,0,0,0,27.20063408,0,5.749511833,0,0,5.749511833,34.80281967,5.106527395,0,0,0,12.13273414,15.06789994,0,0,20.23,0,0,0,15.79477846,5.022633314,0,12.13273414,0,0,0,39.90934707,0,16.54290123,0,9.74691358,0,-0.131728395,2.84191358,0,0,0,0,10,1,1,0,0,0,1,0,1,1,1,4,0,0,0,0,1,3.3524,43.1368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJOZMWRYMKECFF-UHFFFAOYSA-N,Benodanil,IC[2]=C(CH=CHCH=CH@2)C(=O)NHC[16]=CHCH=CHCH=CH@16,O=C(Nc1ccccc1)c1ccccc1I,-4.21,6.17E-05,323.14,3.9,-13.33747476,4.60E-14,11.91900008,-0.072962963,11.91900008,0.072962963,0.841714587,323.133,313.053,322.9807119,80,0,0.256234537,-0.321965931,0.321965931,0.256234537,0.9375,1.5625,2.25,126.9127043,10.179841,2.079314805,-2.05644476,2.136857443,-2.125323469,14.11193242,0.102128672,2.186811346,496.2955977,11.38046889,8.482365186,10.63986348,7.770856948,4.881140253,5.959889399,3.299995827,4.462186509,2.150140485,3.090818875,1.365267234,1.997607145,-1.36,5744.988995,11.13515636,5.115512289,2.605055576,107.8266618,5.316788604,0,0,0,5.907179729,0,4.794537184,0,0,0,30.33183534,46.8563389,9.257568546,5.563451492,4.794537184,34.18543663,0,0,0,0,5.316788604,63.73093738,0,0,5.316788604,5.687386275,0,22.59087063,5.907179729,0,3.570182271,10.35798868,54.59730362,0,0,0,29.1,0,4.794537184,0,5.907179729,5.563451492,9.257568546,0,0,54.59730362,27.90765923,0,0.952343632,2.157492404,11.91900008,2.855292593,1.513061224,-0.072962963,16.9624397,0,0,0,0,16,1,2,0,0,0,2,0,2,1,1,3,2,0,0,0,2,3.5435,73.5542,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJSQFQKUNVCTIA-UHFFFAOYSA-N,Diethyl sulfide,S(CH2CH3)CH2CH3,CCSCC,-1.34,0.045708819,90.21,1.817,5.65499231,451847.9435,2.174768519,1.260416667,2.174768519,1.260416667,0.497584695,90.191,80.111,90.05032132,32,0,-0.009612264,-0.162583924,0.162583924,0.009612264,1.2,1.6,1.6,32.16648885,10.96259031,1.667321724,-1.801410353,1.926428275,-1.638162569,7.987152374,1.464374593,2.190609687,11.11941548,4.121320344,3.822461853,4.638958434,2.414213562,1.991563832,3.14626437,0.781474414,2.344423243,0.40824829,1.224744871,0.204124145,0.612372436,0.35,11.2451125,5.35,4.35,4.35,37.9571874,0,0,0,0,0,0,0,0,11.76188495,0,13.8474744,11.50570721,0,0,0,11.76188495,0,0,0,13.8474744,11.50570721,0,0,0,0,0,0,11.76188495,11.50570721,0,0,13.8474744,0,0,0,0,0,0,0,0,0,0,0,11.50570721,0,11.76188495,13.8474744,0,0,1.962962963,0,0,0,2.520833333,0,0,4.349537037,0,1,5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.7594,28.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LKHLFUVHHXCNJH-UHFFFAOYSA-N,"2,2',3,4',5',6-Hexachlorobiphenyl",ClC[2]=C(CH=CHC(=C@2C[10]=C(CH=C(C(=CH@10)Cl)Cl)Cl)Cl)Cl,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,-8.65,2.24E-09,360.86,6.47,4.199705078,15838.17284,6.146028597,0.323570169,6.146028597,0.323570169,0.468721024,360.882,356.85,357.8444162,94,0,0.068567585,-0.08360502,0.08360502,0.068567585,0.555555556,1.111111111,1.777777778,35.50223984,10.05537934,2.158864055,-2.112643001,2.435034795,-1.853813081,6.475948212,1.610501985,2.770754249,620.4500799,13.44722928,8.577187915,13.11276159,8.413591358,4.69927756,6.967064398,3.464353992,5.878319099,2.323294679,4.477408891,1.488113494,2.861173732,0.18,9691.429338,14.58622781,5.663673596,2.697138756,134.3080947,0,0,0,0,0,0,0,0,0,0,69.60563934,24.26546827,11.12690298,30.13579988,0,69.60563934,0,0,0,0,0,54.40126816,0,11.12690298,0,0,0,69.60563934,0,0,0,0,24.26546827,30.13579988,11.12690298,0,0,0,0,0,0,41.26270287,0,6.066367068,18.19910121,0,0,69.60563934,0,36.20983515,0,2.269150447,1.123117284,0,6.397897123,0,0,0,0,18,0,0,0,0,0,2,0,2,0,0,6,1,0,0,0,2,7.274,81.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKJPSUCKSLORMF-UHFFFAOYSA-N,Monolinuron,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(OCH3)CH3,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,0.002691535,214.67,2.09,-5.347107531,4.50E-06,11.28523243,-0.338127362,11.28523243,0.338127362,0.768368476,214.652,203.564,214.0509053,76,0,0.344981518,-0.306063654,0.344981518,0.306063654,1.428571429,2,2.5,35.49569104,10.3035013,2.061433498,-2.138700313,2.130103622,-2.296458692,6.301822641,-0.059759766,2.604870972,313.0929223,10.55204176,7.951075726,8.707004672,6.630228955,3.976116456,4.354080929,2.617087852,3.053523632,1.65535509,1.907331405,0.818332053,0.94432021,-1.26,1363.16551,10.81849294,4.832432009,2.901235761,87.36829737,5.316788604,0,0,0,0,6.031114512,4.837588584,9.857754909,0,0,11.60093989,24.26546827,17.75769157,7.109797541,9.632125768,23.31944068,0,5.063217725,0,0,19.47425813,29.28810159,0,0,5.316788604,10.48192346,0,11.60093989,25.25180176,4.837588584,0,0,24.26546827,5.022633314,0,0,41.57,0,4.794537184,0,6.031114512,10.71001959,5.063217725,14.15746952,24.26546827,0,5.316788604,16.43852847,0,5.690230414,15.9883452,4.342901576,0.669722222,0,6.482716049,0,0,2.937195645,0.222222222,14,1,4,0,0,0,1,0,1,2,1,5,2,0,0,0,1,2.3651,55.2427,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKPLKUMXSAEKID-UHFFFAOYSA-N,Pentachloronitrobenzene,ClC[2]=C(N[+1](O[-1])=O)C(Cl)=C(Cl)C(Cl)=C@2Cl,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,1.51E-06,295.32,4.29,-0.993251773,0.101565972,10.53463593,-0.779012346,10.53463593,0.102839506,0.321157481,295.336,295.336,292.8371666,76,0,0.308987844,-0.258215125,0.308987844,0.258215125,0.785714286,1.071428571,1.357142857,35.50256868,10.29089904,2.265261975,-2.045628718,2.470286859,-1.922786321,6.556971965,-0.384140931,3.682463306,390.1682702,11.04145188,6.153532541,9.933177272,6.374785218,3.033666352,4.923488717,2.175627765,4.06545013,1.369205744,3.626004921,0.753609428,2.020022128,0.07,971.5503878,12.14107321,4.289049481,1.877230867,103.60071,0,10.04526663,0,0,0,5.687386275,10.11431827,0,0,0,58.00469945,0,0,19.99121099,4.923311049,63.69208573,0,0,0,0,0,35.22748484,0,0,0,5.687386275,0,58.00469945,4.923311049,0,10.11431827,0,0,25.11316657,0,0,43.14,10.61069732,10.11431827,0,25.11316657,0,0,0,0,0,0,58.00469945,0,27.9341232,9.755623583,9.41420383,-0.548395062,0,0,0,0,0,0,14,0,3,0,0,0,1,0,1,2,0,8,1,0,0,0,1,4.8618,58.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
